identifier,y_sim,y_exp,smiles,fold
CHEMBL216148,-9.43681,CHEMBL216148,2030.0,0
CHEMBL214433,-9.31642,CHEMBL214433,2166.0,3
CHEMBL5174224,-10.1926,CHEMBL5174224,2200.0,3
CHEMBL511811,-8.2778,CHEMBL511811,2400.0,0
CHEMBL101801,-9.2117,CHEMBL101801,2400.0,0
CHEMBL471819,-7.29788,CHEMBL471819,2452.0,0
CHEMBL5178045,-9.27797,CHEMBL5178045,2460.0,1
CHEMBL3099748,-9.46419,CHEMBL3099748,2500.0,1
CHEMBL45001,-7.86371,CHEMBL45001,2500.0,4
CHEMBL189415,-10.73044,CHEMBL189415,2500.0,4
CHEMBL3099743,-9.53392,CHEMBL3099743,2500.0,4
CHEMBL1987679,-10.37565,CHEMBL1987679,2511.89,3
CHEMBL1966722,-9.14391,CHEMBL1966722,2511.89,2
CHEMBL2000481,-9.14278,CHEMBL2000481,2511.89,1
CHEMBL1964307,-9.7701,CHEMBL1964307,2511.89,0
CHEMBL1975121,-8.70687,CHEMBL1975121,2511.89,1
CHEMBL1082440,-7.99995,CHEMBL1082440,2511.89,4
CHEMBL1976240,-8.82354,CHEMBL1976240,2511.89,2
CHEMBL1965988,-6.64774,CHEMBL1965988,2511.89,1
CHEMBL1971801,-7.43357,CHEMBL1971801,2511.89,2
CHEMBL1964644,-7.33839,CHEMBL1964644,2511.89,1
CHEMBL5179335,-9.14577,CHEMBL5179335,2570.0,3
CHEMBL3099760,-7.90638,CHEMBL3099760,2800.0,0
CHEMBL5171425,-9.09801,CHEMBL5171425,2870.0,1
CHEMBL494221,-9.76928,CHEMBL494221,3100.0,3
CHEMBL5196147,-8.42947,CHEMBL5196147,3100.0,0
CHEMBL214025,-9.23721,CHEMBL214025,3137.0,0
CHEMBL207995,-7.33222,CHEMBL207995,3162.28,0
CHEMBL2000114,-5.76254,CHEMBL2000114,3162.28,1
CHEMBL1992342,-7.98809,CHEMBL1992342,3162.28,2
CHEMBL2004892,-8.02148,CHEMBL2004892,3162.28,1
CHEMBL1983309,-7.73046,CHEMBL1983309,3162.28,3
CHEMBL2005886,-9.56217,CHEMBL2005886,3162.28,1
CHEMBL2001288,-7.30961,CHEMBL2001288,3162.28,2
CHEMBL1974457,-7.7662,CHEMBL1974457,3162.28,0
CHEMBL1988662,-7.48816,CHEMBL1988662,3162.28,4
CHEMBL2001239,-9.25052,CHEMBL2001239,3162.28,3
CHEMBL474432,-9.28152,CHEMBL474432,3162.28,2
CHEMBL2006156,-8.85945,CHEMBL2006156,3162.28,3
CHEMBL1974288,-8.51749,CHEMBL1974288,3162.28,4
CHEMBL2006010,-8.80258,CHEMBL2006010,3162.28,2
CHEMBL1967302,-11.01224,CHEMBL1967302,3162.28,3
CHEMBL1985311,-11.54603,CHEMBL1985311,3162.28,2
CHEMBL1985092,-9.97483,CHEMBL1985092,3162.28,3
CHEMBL2002322,-9.55223,CHEMBL2002322,3162.28,2
CHEMBL1982982,-8.21758,CHEMBL1982982,3162.28,2
CHEMBL5193468,-9.32978,CHEMBL5193468,3630.0,2
CHEMBL1083484,-8.99821,CHEMBL1083484,3967.0,3
CHEMBL362296,-9.08488,CHEMBL362296,3980.0,4
CHEMBL360408,-9.27456,CHEMBL360408,3980.0,3
CHEMBL1999428,-9.70247,CHEMBL1999428,3981.07,4
CHEMBL1996979,-9.57938,CHEMBL1996979,3981.07,0
CHEMBL1964687,-11.14196,CHEMBL1964687,3981.07,4
CHEMBL1969049,-9.85629,CHEMBL1969049,3981.07,3
CHEMBL1991640,-8.78788,CHEMBL1991640,3981.07,4
CHEMBL1972840,-10.15876,CHEMBL1972840,3981.07,4
CHEMBL1983945,-9.92534,CHEMBL1983945,3981.07,4
CHEMBL2004692,-9.16068,CHEMBL2004692,3981.07,0
CHEMBL1984363,-9.95999,CHEMBL1984363,3981.07,3
CHEMBL280074,-7.28227,CHEMBL280074,3981.07,1
CHEMBL1997597,-8.12774,CHEMBL1997597,3981.07,2
CHEMBL2002446,-9.80922,CHEMBL2002446,3981.07,2
CHEMBL1990346,-7.50292,CHEMBL1990346,3981.07,0
CHEMBL1996780,-8.16795,CHEMBL1996780,3981.07,4
CHEMBL1984038,-9.50781,CHEMBL1984038,3981.07,2
CHEMBL47690,-8.09681,CHEMBL47690,4100.0,1
CHEMBL5207710,-9.3,CHEMBL5207710,4840.0,2
CHEMBL189617,-8.92894,CHEMBL189617,5000.0,0
CHEMBL578061,-7.87158,CHEMBL578061,5011.87,2
CHEMBL1984432,-10.48272,CHEMBL1984432,5011.87,1
CHEMBL260933,-9.13282,CHEMBL260933,5011.87,0
CHEMBL583144,-6.84643,CHEMBL583144,5011.87,2
CHEMBL259850,-7.24507,CHEMBL259850,5011.87,1
CHEMBL2004771,-10.17637,CHEMBL2004771,5011.87,0
CHEMBL1977681,-7.55174,CHEMBL1977681,5011.87,1
CHEMBL1974803,-8.25019,CHEMBL1974803,5011.87,4
CHEMBL462120,-7.68219,CHEMBL462120,5011.87,1
CHEMBL2005528,-7.66619,CHEMBL2005528,5011.87,2
CHEMBL1976093,-8.04021,CHEMBL1976093,5011.87,0
CHEMBL2006263,-8.19394,CHEMBL2006263,5011.87,3
CHEMBL2000568,-8.47638,CHEMBL2000568,5011.87,3
CHEMBL1980715,-8.00589,CHEMBL1980715,5011.87,0
CHEMBL2004365,-4.40136,CHEMBL2004365,5011.87,1
CHEMBL1991725,-9.42119,CHEMBL1991725,5011.87,2
CHEMBL1985566,-9.80778,CHEMBL1985566,5011.87,4
CHEMBL1982880,-8.78301,CHEMBL1982880,5011.87,3
CHEMBL383875,-8.97177,CHEMBL383875,5141.0,0
CHEMBL5181593,-9.33708,CHEMBL5181593,5590.0,2
CHEMBL5172686,-9.29613,CHEMBL5172686,6250.0,2
CHEMBL387448,-8.91916,CHEMBL387448,6266.0,2
CHEMBL1562756,-7.38847,CHEMBL1562756,6309.57,4
CHEMBL1975937,-9.46492,CHEMBL1975937,6309.57,0
CHEMBL1682545,-8.91703,CHEMBL1682545,6309.57,4
CHEMBL1994074,-7.3289,CHEMBL1994074,6309.57,3
CHEMBL1975233,-7.5365,CHEMBL1975233,6309.57,1
CHEMBL219722,-10.31877,CHEMBL219722,6309.57,4
CHEMBL1977041,-9.30594,CHEMBL1977041,6309.57,3
CHEMBL1990212,-8.78444,CHEMBL1990212,6309.57,3
CHEMBL1974702,-6.46713,CHEMBL1974702,6309.57,0
CHEMBL2007044,-8.46171,CHEMBL2007044,6309.57,2
CHEMBL398951,-9.09848,CHEMBL398951,6309.57,2
CHEMBL1998193,-8.68354,CHEMBL1998193,6309.57,0
CHEMBL365617,-8.71387,CHEMBL365617,6309.57,1
CHEMBL1825138,-9.855,CHEMBL1825138,6309.57,2
CHEMBL2006188,-8.11554,CHEMBL2006188,6309.57,1
CHEMBL1682546,-9.74331,CHEMBL1682546,6309.57,2
CHEMBL2005828,-11.04043,CHEMBL2005828,7943.28,2
CHEMBL2003456,-7.24711,CHEMBL2003456,7943.28,0
CHEMBL1419458,-9.53028,CHEMBL1419458,7943.28,3
CHEMBL1968406,-11.90715,CHEMBL1968406,7943.28,1
CHEMBL1980371,-9.05411,CHEMBL1980371,7943.28,1
CHEMBL2002470,-8.52508,CHEMBL2002470,7943.28,0
CHEMBL1985074,-7.24081,CHEMBL1985074,7943.28,0
CHEMBL1996390,-7.53557,CHEMBL1996390,7943.28,2
CHEMBL1986781,-9.87985,CHEMBL1986781,7943.28,2
CHEMBL504950,-7.58531,CHEMBL504950,7943.28,2
CHEMBL2000335,-11.25237,CHEMBL2000335,7943.28,2
CHEMBL1986597,-10.20242,CHEMBL1986597,7943.28,0
CHEMBL1994526,-8.12332,CHEMBL1994526,7943.28,2
CHEMBL1971245,-10.27347,CHEMBL1971245,7943.28,4
CHEMBL2004290,-7.61275,CHEMBL2004290,7943.28,4
CHEMBL1987009,-9.37205,CHEMBL1987009,7943.28,1
CHEMBL1982476,-7.67449,CHEMBL1982476,7943.28,3
CHEMBL1516890,-8.98372,CHEMBL1516890,7943.28,1
CHEMBL1999774,-7.53989,CHEMBL1999774,7943.28,0
CHEMBL1988437,-9.48523,CHEMBL1988437,7943.28,2
CHEMBL1989805,-4.71105,CHEMBL1989805,7943.28,0
CHEMBL1967544,-10.05552,CHEMBL1967544,7943.28,1
CHEMBL1970074,-10.18924,CHEMBL1970074,7943.28,2
CHEMBL5194758,-9.40269,CHEMBL5194758,9700.0,3
CHEMBL3099759,-9.12314,CHEMBL3099759,10000.0,0
CHEMBL5174745,-8.83185,CHEMBL5174745,11580.0,4
CHEMBL3099747,-9.54085,CHEMBL3099747,12000.0,0
CHEMBL5181880,-9.33271,CHEMBL5181880,12250.0,3
CHEMBL1992644,-7.46981,CHEMBL1992644,12589.25,2
CHEMBL5190528,-8.98107,CHEMBL5190528,14660.0,2
CHEMBL360866,-8.39745,CHEMBL360866,19900.0,4
CHEMBL1487428,-6.86271,CHEMBL1487428,19952.62,1
CHEMBL1989069,-6.79334,CHEMBL1989069,19952.62,1
