identifier,y_sim,y_exp,smiles,fold
CHEMBL3695364,-9.96304,5.3,CS(=O)(=O)CC(=O)N[C@H]1CC[C@H](CCN2CCC(CC2)c2cccc3occc23)CC1,1
CHEMBL58083,-8.96223,5.3,COc1ccc2[nH]cc(CCNCc3ccccc3)c2c1,4
CHEMBL1084865,-10.68106,5.3,Cn1ncc(Cl)c1-c1cc(NC(=O)c2cccc(c2)C(F)(F)F)ccc1OCCN1CCNC(=O)C1,2
CHEMBL3642706,-10.24606,5.3,O=C(N[C@H]1CC[C@H](CCN2CCN(CC2)c2nccc3occc23)CC1)c1ccnc2ccccc12,4
CHEMBL3642695,-9.27253,5.3,CN(C)S(=O)(=O)N[C@H]1CC[C@H](CCN2CCN(CC2)c2nccc3occc23)CC1,1
CHEMBL4760655,-12.07336,5.37,Clc1ccc2cc(ccc2c1)S(=O)(=O)N[C@@H]1CCN(CCCc2noc3ccccc23)C1,0
CHEMBL3676849,-10.37599,5.37,O=C(CC1CCOCC1)N[C@H]1CC[C@H](CCN2CCC(CC2)c2coc3ccccc23)CC1,1
CHEMBL179775,-10.08244,5.4,CN1CCN(CC1)C1=Cc2ccccc2Cn2cccc12,2
CHEMBL240454,-11.19601,5.4,Fc1ccc(\C=C\c2ccc(cn2)S(=O)(=O)c2ccccc2F)cc1,4
CHEMBL1258314,-11.33831,5.41,Fc1ccc2c(cccc2c1)N1CCN(CCCOc2ccc3CNC(=O)c3c2F)CC1,4
CHEMBL3676881,-10.94468,5.43,CS(=O)(=O)N[C@H]1CC[C@H](CCN2CCC(CC2)c2coc3ccccc23)CC1,0
CHEMBL3676874,-10.94423,5.43,O=C(CC1CCCO1)N[C@H]1CC[C@H](CCN2CCC(CC2)c2coc3ccccc23)CC1,3
CHEMBL1257857,-9.99485,5.44,O=C1NCc2ccc(OCCCCN3CCN(CC3)c3cccc4CCOCc34)cc12,4
CHEMBL143027,-10.74837,5.495,Fc1ccc2c(noc2c1)C1CCN(CC2Cc3occc3C(=O)C2)CC1,0
CHEMBL3289951,-8.38685,5.5,O=S(=O)(NCCCCN1CCN(CC1)c1nsc2ccccc12)c1cccs1,0
CHEMBL3233422,-10.97368,5.5,Fc1ccc(cc1)C(=O)CCCN1CC[C@@H]2[C@H](C1)c1cccc3NCCN2c13,0
CHEMBL3676878,-11.09882,5.53,CCCC(=O)N[C@H]1CC[C@H](CCN2CCC(CC2)c2coc3ccccc23)CC1,2
CHEMBL3676865,-11.22163,5.56,O=C(N[C@H]1CC[C@H](CCN2CCC(CC2)c2coc3ccccc23)CC1)C1CCC1,4
CHEMBL3676916,-9.48007,5.56,CC(C)(C)Oc1ccc(cc1)C(=O)N[C@H]1CC[C@H](CCN2CCC(CC2)c2coc3ccccc23)CC1,4
CHEMBL296419,-10.72381,5.575,COc1ccc(CCN2CCC(CC2)Nc2nc3ccccc3n2Cc2ccc(F)cc2)cc1,2
CHEMBL3642687,-10.23072,5.6,CO[C@H]1CC[C@H](CC(=O)N[C@H]2CC[C@H](CCN3CCN(CC3)c3nccc4occc34)CC2)CC1,2
CHEMBL3695362,-10.43989,5.6,CCC(=O)N[C@H]1CC[C@H](CCN2CCC(CC2)c2cccc3occc23)CC1,4
CHEMBL3642685,-9.9324,5.6,OCC(=O)N[C@H]1CC[C@H](CCN2CCN(CC2)c2nccc3occc23)CC1,3
CHEMBL1957806,-10.4936,5.6,Fc1ccc(CCN2CCN(CC2)C(=O)c2cc3ncccn3n2)c(F)c1,4
CHEMBL4860828,-9.94796,5.6,Fc1ccc2c(noc2c1)C1CCN(CCCOc2ccc(CN3CCOCC3)cc2F)CC1,4
CHEMBL4091064,-10.00962,5.6,Clc1cccc(N2CCN(CCCC(=O)Nc3ccn4ncc(C#N)c4c3)CC2)c1Cl,4
CHEMBL621,-9.7279,5.602,Clc1cccc(c1)N1CCN(CCCn2nc3ccccn3c2=O)CC1,0
CHEMBL155388,-11.40273,5.623,COc1cc2CC(CN3CCC(CC3)C(=O)c3ccc(F)cc3)CC(=O)c2cc1OC,2
CHEMBL3676869,-11.62682,5.66,Fc1ccc(cc1)C(=O)N[C@H]1CC[C@H](CCN2CCC(CC2)c2coc3ccccc23)CC1,2
CHEMBL3642781,-8.70176,5.67,Cc1cnc(N2CCN(CC[C@H]3CC[C@@H](CC3)NC(=O)C3CCOCC3)CC2)c2ccoc12,4
CHEMBL324892,-9.73234,5.7,COc1ccc(Cc2c(N)nc(SCCN3CCN(Cc4ccccc4Cl)CC3)nc2N)cc1,4
CHEMBL1957800,-10.74507,5.7,Fc1ccc(CCN2CCN(CC2)C(=O)c2cc3ccccn3n2)c(F)c1,4
CHEMBL3233425,-11.70514,5.7,CC1CN(C)c2cccc3[C@@H]4CN(CCCC(=O)c5ccc(F)cc5)CC[C@@H]4N1c23,2
CHEMBL4853342,-10.05966,5.7,Fc1ccc2c(noc2c1)C1CCN(CCCOc2ccc(CN3CCOCC3)cc2Cl)CC1,3
CHEMBL3290010,-10.53014,5.7,Fc1ccc2c(noc2c1)C1CCN(CCCCNS(=O)(=O)c2csc3ccccc23)CC1,3
CHEMBL3676859,-11.48442,5.75,CC(C)C(=O)N[C@H]1CC[C@H](CCN2CCC(CC2)c2coc3ccccc23)CC1,0
CHEMBL4090568,-10.31179,5.754,O=C1COc2ccccc2N1CCCN1CCN(CC1)c1nsc2ccccc12,3
CHEMBL4764557,-12.14634,5.754,COc1ccc2cc(ccc2c1)S(=O)(=O)N[C@H]1CCN(CCCc2noc3ccccc23)C1,4
CHEMBL3697974,-10.39826,5.79,CC(C)(O)C(=O)N[C@H]1CC[C@H](CCN2CCN(CC2)c2cccc3OCOc23)CC1,1
CHEMBL3676931,-10.50118,5.79,CS(=O)(=O)c1ccc(cc1)C(=O)N[C@H]1CC[C@H](CCN2CCC(CC2)c2coc3ccccc23)CC1,0
CHEMBL623,-10.26895,5.8,CCc1nn(CCCN2CCN(CC2)c2cccc(Cl)c2)c(=O)n1CCOc1ccccc1,1
CHEMBL81330,-10.44023,5.8,Fc1ccc(cc1)N1CCN(CCC2OCCc3ccccc23)CC1,1
CHEMBL197653,-7.34084,5.8,C[C@H](N)Cn1ncc2ccc(O)c(F)c12,4
CHEMBL3233406,-10.92657,5.8,CN1CCN2[C@H]3CCN(CCCC(=O)c4ccccc4)C[C@H]3c3cccc1c23,3
CHEMBL3973487,-9.96629,5.8,CC(=O)N[C@H]1CC[C@H](CCN2CCN(CC2)c2nsc3ccccc23)CC1,4
CHEMBL3676927,-9.30896,5.81,O=C(N[C@H]1CC[C@H](CCN2CCC(CC2)c2coc3ccccc23)CC1)c1ccc(cc1)C1CCCCC1,1
CHEMBL3915600,-9.25273,5.829,Clc1ccc2c(noc2c1)C1CCN(CC[C@H]2CC[C@@H](CC2)NC(=O)CC2CCCCO2)CC1,1
CHEMBL5080305,-11.06962,5.888,Cc1cccc(c1)S(=O)(=O)CC1CCN(CCCc2noc3cc(F)ccc23)C1,3
CHEMBL3676915,-10.38597,5.89,O=C(N[C@H]1CC[C@H](CCN2CCC(CC2)c2coc3ccccc23)CC1)c1ccc(cc1)C#N,0
CHEMBL1957804,-10.84838,5.9,Fc1ccc(CCN2CCN(CC2)C(=O)c2cnn3cc(Cl)ccc23)c(F)c1,2
CHEMBL3642710,-9.85672,5.9,O=C(N[C@H]1CC[C@H](CCN2CCN(CC2)c2nccc3OCCc23)CC1)C1CCOCC1,1
CHEMBL3664873,-9.92732,5.91,CN1CCC(CC1)C(=O)N[C@H]1CC[C@H](CCN2CCC(CC2)c2cccc3OCOc23)CC1,2
CHEMBL3642735,-10.10665,5.92,OC1(CC1)C(=O)N[C@H]1CC[C@H](CCN2CCN(CC2)c2nccc3OCCc23)CC1,1
CHEMBL3676862,-11.20047,5.93,O=C(N[C@H]1CC[C@H](CCN2CCC(CC2)c2coc3ccccc23)CC1)C1CCOC1,3
CHEMBL3676897,-10.64883,5.94,COC(CC(=O)N[C@H]1CC[C@H](CCN2CCC(CC2)c2coc3ccccc23)CC1)OC,1
CHEMBL3676868,-11.29771,5.96,O=C(CC#N)N[C@H]1CC[C@H](CCN2CCC(CC2)c2coc3ccccc23)CC1,2
CHEMBL3697985,-9.96945,5.98,OC1(CCC1)C(=O)N[C@H]1CC[C@H](CCN2CCN(CC2)c2cccc3OCOc23)CC1,2
CHEMBL4215550,-10.60477,6.0,CC(=O)c1c(OCCCN2CCN(CC2)c2cccc(Br)c2)ccc2c(C)cc(=O)oc12,0
CHEMBL4638308,-10.07652,6.0,O=c1[nH]c2ccccc2n1CCCCCCN1CCN(CC1)c1nsc2ccccc12,0
CHEMBL435301,-9.28842,6.0,CN(C)C[C@H]1CC2[C@H](O1)c1cc(Cl)ccc1Oc1ccccc21,3
CHEMBL566379,-11.19511,6.0,Fc1ccc2[nH]c3CC(CCCNC[C@H]4COc5c6CC(=O)Nc6ccc5O4)CCc3c2c1,0
CHEMBL4643450,-9.77585,6.0,O=c1oc2ccccc2n1CCCCCCN1CCN(CC1)c1nsc2ccccc12,3
CHEMBL3289958,-9.94332,6.0,O=S(=O)(NCCCCN1CCN(CC1)c1nsc2ccccc12)c1cc2ccccc2s1,1
CHEMBL4762886,-9.00178,6.0,Fc1ccc(cc1)-c1c2CCNCCc2nn1C1CC1,1
CHEMBL4245263,-12.34004,6.0,Fc1ccc2c(noc2c1)C1CCN(CC[C@@H]2CCCN2S(=O)(=O)c2cncc3ccccc23)CC1,1
CHEMBL3676922,-8.84038,6.03,CC(C)(C)C1CCC(CC1)C(=O)N[C@H]1CC[C@H](CCN2CCC(CC2)c2coc3ccccc23)CC1,3
CHEMBL3676873,-11.26854,6.05,CC(C)(C)C(=O)N[C@H]1CC[C@H](CCN2CCC(CC2)c2coc3ccccc23)CC1,2
CHEMBL3676877,-11.58865,6.08,OC(C(=O)N[C@H]1CC[C@H](CCN2CCC(CC2)c2coc3ccccc23)CC1)C(F)(F)F,1
CHEMBL210413,-11.0089,6.1,Fc1ccc(CCC2CCN(CC2)S(=O)(=O)c2ccccc2Cl)c(F)c1,4
CHEMBL3642688,-9.86646,6.1,O=C(CC1CCOCC1)N[C@H]1CC[C@H](CCN2CCN(CC2)c2nccc3occc23)CC1,2
CHEMBL566383,-10.6051,6.1,Cn1nccc1-c1cc(NC(=O)Nc2ccccc2F)ccc1OCCN1CCCCC1,3
CHEMBL3642732,-9.97143,6.14,C[C@@]1(O)CC[C@@H](CC1)C(=O)N[C@H]1CC[C@H](CCN2CCN(CC2)c2nccc3OCCc23)CC1,3
CHEMBL4113529,-10.0677,6.193,Clc1ccc2c(noc2c1)C1CCN(CC[C@H]2CC[C@@H](CC2)NC(=O)C[C@H]2CCCO2)CC1,4
CHEMBL187739,-7.92392,6.2,Cc1c2N3CCNC[C@H]3Cc2ccc1Cl,4
CHEMBL4876719,-10.91308,6.2,Fc1ccc2c(noc2c1)C1CCN(CCCOc2ccc(CN3CCCCC3)c(F)c2)CC1,2
CHEMBL3698012,-9.55709,6.27,COC1(CC1)C(=O)N[C@H]1CC[C@H](CCN2CCN(CC2)c2cccc3OCOc23)CC1,4
CHEMBL4060403,-10.0927,6.3,Clc1cccc(N2CCN(CCCC(=O)Nc3ccn4ncc(C=O)c4c3)CC2)c1Cl,2
CHEMBL3642720,-10.39355,6.3,O=C(N[C@H]1CC[C@H](CCN2CCN(CC2)c2nccc3OCCc23)CC1)C1CCCO1,4
CHEMBL4863980,-10.32364,6.3,Fc1ccc2c(noc2c1)C1CCN(CCCOc2ccc(CN3CCOCC3)c(Cl)c2)CC1,4
CHEMBL597152,-10.44916,6.31,Cn1ncc(Br)c1-c1cc(NC(=O)Nc2ccc(Cl)cc2)ccc1OCCc1ccccc1,1
CHEMBL475965,-7.81144,6.31,COc1ccc(cn1)-c1ccc(cc1)C(=O)Nc1cccc(Cn2ncc(cc2=O)N2CCNCC2)c1C,0
CHEMBL3947276,-8.54241,6.31,CCCc1cccc2N3CCNCC3CCc12,2
CHEMBL21790,-10.06889,6.31,COc1ccc(NC(=O)c2ccc(cc2)-c2ccc(cc2C)-c2noc(C)n2)cc1CCCN(C)C,1
CHEMBL91221,-9.4403,6.31,COc1cc(Cl)c(Cl)cc1C(=O)CCCCN1CCC2(CC1)NC(=O)NC2=O,3
CHEMBL5080955,-10.99654,6.31,Fc1ccc2c(CCCN3CCC(CS(=O)(=O)c4ccc(F)c(Cl)c4)C3)noc2c1,0
CHEMBL4765074,-8.27274,6.31,CCCc1ccnc2N3CCNC[C@H]3CCc12,3
CHEMBL3642730,-9.79527,6.37,O=C(N[C@H]1CC[C@H](CCN2CCN(CC2)c2nccc3OCCc23)CC1)C1CCCOC1,3
CHEMBL3642680,-10.18064,6.4,CO[C@@H]1CC[C@@H](CC(=O)N[C@H]2CC[C@H](CCN3CCN(CC3)c3nccc4occc34)CC2)C1,4
CHEMBL3698000,-9.86412,6.41,O=C(N[C@H]1CC[C@H](CCN2CCN(CC2)c2cccc3OCOc23)CC1)C1COc2ccccc2C1,2
CHEMBL583772,-10.6386,6.457,CNc1ncc2C(=O)CC(CN3CCC(CC3)C(=O)c3ccc(F)cc3)Cc2n1,4
CHEMBL4750587,-11.16136,6.457,Fc1ccc(cc1Cl)S(=O)(=O)N[C@H]1CCN(CCCc2noc3ccccc23)C1,2
CHEMBL3289960,-10.11674,6.5,Clc1ccc2cc(sc2c1)S(=O)(=O)NCCCCN1CCN(CC1)c1nsc2ccccc12,3
CHEMBL3290018,-10.87407,6.5,Fc1ccc2c(noc2c1)C1CCN(CCCNS(=O)(=O)c2cnc3ccccn23)CC1,0
CHEMBL3642682,-9.38687,6.5,CCC(=O)N[C@H]1CC[C@H](CCN2CCN(CC2)c2nccc3occc23)CC1,4
CHEMBL77234,-7.59442,6.5,Clc1c2CCNCCn2c2ccccc12,4
CHEMBL3289962,-10.13315,6.5,Cc1c(sc2ccc(F)cc12)S(=O)(=O)NCCCCN1CCN(CC1)c1nsc2ccccc12,4
CHEMBL4214598,-10.59911,6.5,CC(=O)c1c(OCCCCN2CCN(CC2)c2cccc(Br)c2)ccc2c(C)cc(=O)oc12,4
CHEMBL4859348,-11.24933,6.5,Fc1ccc2c(noc2c1)C1CCN(CCCOc2ccc(CN3CCCCC3)cc2F)CC1,2
CHEMBL3676876,-11.215,6.56,CCC(C)C(=O)N[C@H]1CC[C@H](CCN2CCC(CC2)c2coc3ccccc23)CC1,1
CHEMBL351459,-11.07658,6.6,Nc1ccccc1C(=O)CCCN1CC[C@@H]2[C@H](C1)c1cccc3SCCN2c13,3
CHEMBL3104522,-12.35197,6.607,Nc1ccc2CCC(CCN3CCC(CC3)c3noc4cc(F)ccc34)C(O)c2c1,4
CHEMBL564,-8.3882,6.695,CN(C)CCCN1c2ccccc2Sc2ccccc12,0
CHEMBL4206824,-8.63697,6.7,COc1cc2CCN3CC(CC(C)C)C(O)CC3c2cc1OC,2
CHEMBL406851,-7.69981,6.7,C[C@H](N)Cn1ncc2ccc3sccc3c12,1
CHEMBL1774081,-11.14361,6.7,Fc1ccc2ccccc2c1N1CCN(CCCCOc2ccc3CCC(=O)Nc3n2)CC1,3
CHEMBL3642692,-9.9164,6.8,CS(=O)(=O)N[C@H]1CC[C@H](CCN2CCN(CC2)c2nccc3occc23)CC1,1
CHEMBL3695354,-10.60783,6.8,CC(=O)N[C@H]1CC[C@H](CCN2CCC(CC2)c2cccc3occc23)CC1,0
CHEMBL3676896,-9.12032,6.85,O=C(N[C@H]1CC[C@H](CCN2CCC(CC2)c2coc3ccccc23)CC1)c1ccc(cc1)N1CCCCC1,3
CHEMBL3697976,-9.90002,6.89,CO[C@@H](C)C(=O)N[C@H]1CC[C@H](CCN2CCN(CC2)c2cccc3OCOc23)CC1,0
CHEMBL3613874,-10.59583,6.9,Clc1cccc(N2CCN(CCCc3cn(nn3)-c3ccn4ncc(C=O)c4c3)CC2)c1Cl,1
CHEMBL9951,-11.06826,6.918,Fc1ccc2n(ccc2c1)C1CCN(CCN2CCCc3ccccc3C2=O)CC1,4
CHEMBL516809,-12.08097,6.918,Fc1ccc2c(noc2c1)C1CCN(CC2Cc3oc(cc3C(=O)C2)-c2ccccc2)CC1,0
CHEMBL5079536,-11.35977,6.918,C[C@H]1C[C@@H](CN1CCCc1noc2cc(F)ccc12)NS(=O)(=O)c1sc2ccc(Cl)cc2c1C,3
CHEMBL1201203,-9.19413,6.968,CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(c1ccccc1)c1ccccc1,4
CHEMBL4441358,-6.72083,7.0,CCc1cccc(N2CCNCC2)c1Cl,4
CHEMBL3642811,-9.34498,7.0,CO[C@H](C)C(=O)N[C@H]1CC[C@H](CCN2CCN(CC2)c2nccc3OCCc23)CC1,0
CHEMBL86760,-9.24733,7.0,CCCCCCc1ccc2C(CN)c3ccccc3Cc2c1,2
CHEMBL4218720,-10.41862,7.0,CC(=O)c1c(OCCCN2CCN(CC2)c2ccccc2Br)ccc2c(C)cc(=O)oc12,1
CHEMBL4243932,-11.10748,7.0,O=S(=O)(N1CC[C@@H]1CCN1CCN(CC1)c1cccc2sccc12)c1cccc2ncccc12,2
CHEMBL3937844,-9.70504,7.004,Fc1ccc2onc(C3CCN(CC[C@H]4CC[C@@H](CC4)NC(=O)c4ccc(cc4)N4CCCCC4)CC3)c2c1,3
CHEMBL3613878,-10.06881,7.1,Clc1cccc(N2CCN(CCc3cn(nn3)-c3ccn4nccc4c3)CC2)c1Cl,1
CHEMBL3695355,-9.62167,7.1,COCCC(=O)N[C@H]1CC[C@H](CCN2CCC(CC2)c2cccc3occc23)CC1,0
CHEMBL57888,-7.20909,7.2,CCNCCc1c[nH]c2ccc(OC)cc12,1
CHEMBL139926,-9.52464,7.2,Clc1cccc(N2CCN(CCCCNC(=O)c3cc4ccccc4o3)CC2)c1Cl,2
CHEMBL5172222,-8.85062,7.2,COc1c(Br)cc([18F])cc1CCNCc1ccccc1O,0
CHEMBL155257,-11.05147,7.244,COc1cc2CC(CN3CCC(CC3)c3noc4cc(F)ccc34)CC(=O)c2cc1OC,0
CHEMBL330454,-9.08359,7.3,O=C1NCCN1CCN1CCC(CC1)c1c([nH]c2ccccc12)-c1ccccc1,3
CHEMBL394729,-11.06127,7.4,Fc1ccc(\C=C\c2ccc(cn2)S(=O)(=O)c2ccccc2)cc1,3
CHEMBL3289986,-11.00072,7.4,Cc1c(sc2ccc(F)cc12)S(=O)(=O)NCCCCN1CCN(CC1)c1noc2ccccc12,1
CHEMBL3642690,-9.47201,7.4,CCOCC(=O)N[C@H]1CC[C@H](CCN2CCN(CC2)c2nccc3occc23)CC1,3
CHEMBL373873,-11.39082,7.4,Cc1c(nnn1Cc1ccccc1)C(=O)NCCCCN1CCN(CC1)c1cccc(Cl)c1Cl,2
CHEMBL2165119,-9.79537,7.4,Clc1cccc(N2CCCN(CCCCOc3ccc4CCC(=O)Nc4n3)CC2)c1Cl,0
CHEMBL361079,-8.91053,7.5,C[C@@H]1CNC[C@H]2Cc3ccc(cc3N12)C(F)(F)F,0
CHEMBL83081,-8.99567,7.5,COc1ccc2C(CN)c3ccccc3Cc2c1,2
CHEMBL3289966,-9.91017,7.5,O=S(=O)(NCCCCN1CCN(CC1)c1nsc2ccccc12)c1cccc2scnc12,4
CHEMBL3233145,-11.28082,7.5,CC(C)N1CCN2[C@H]3CCN(CCCC(=O)c4ccc(F)cc4)C[C@H]3c3cccc1c23,1
CHEMBL294951,-9.01017,7.5,CN1CCC(CC1)=C1c2ccsc2CCc2ccccc12,2
CHEMBL162102,-10.08465,7.5,CS(=O)(=O)Nc1cc(F)ccc1C(=O)CCCN1CC[C@H]2[C@@H](C1)c1cccc3SCCCN2c13,3
CHEMBL3676910,-8.99954,7.56,O=C(N[C@H]1CC[C@H](CCN2CCC(CC2)c2coc3ccccc23)CC1)c1ccc(nc1)N1CCOCC1,3
CHEMBL165126,-11.06312,7.6,Nc1c(F)cccc1C(=O)CCCN1CC[C@H]2[C@@H](C1)c1cccc3SCCCN2c13,2
CHEMBL3642721,-10.68143,7.63,O=C(N[C@H]1CC[C@H](CCN2CCN(CC2)c2nccc3OCCc23)CC1)c1ccccc1,0
CHEMBL3900302,-9.7352,7.67,CO[C@H]1CC[C@H](CC(=O)N[C@H]2CC[C@H](CCN3CCC(CC3)c3noc4cc(F)c(F)cc34)CC2)CC1,4
CHEMBL3233428,-11.24983,7.7,Fc1ccc(cc1)C(=O)CCCN1CC[C@@H]2[C@H](C1)c1cccc3CCCN2c13,2
CHEMBL3289980,-11.21385,7.7,Clc1ccc2cc(ccc2c1)S(=O)(=O)NCCCCN1CCN(CC1)c1noc2ccccc12,3
CHEMBL240886,-10.77042,7.7,[O-][S+](c1ccccc1)c1ccc(\C=C\c2ccc(F)cc2)nc1,2
CHEMBL3676855,-11.01831,7.71,Cc1cc(CC(=O)N[C@H]2CC[C@H](CCN3CCC(CC3)c3coc4ccccc34)CC2)on1,3
CHEMBL3697993,-10.48703,7.74,O=C(N[C@H]1CC[C@H](CCN2CCN(CC2)c2cccc3OCOc23)CC1)C1CCOCC1,1
CHEMBL3589583,-8.3579,7.762,COc1cc(CCNCc2cccc3nc[nH]c23)c(OC)cc1Br,1
CHEMBL3697979,-10.25719,7.77,OC1(CC1)C(=O)N[C@H]1CC[C@H](CCN2CCN(CC2)c2cccc3OCOc23)CC1,3
CHEMBL3697954,-9.5508,7.78,O=C(C[C@H]1COCCO1)N[C@H]1CC[C@H](CCN2CCN(CC2)c2cccc3OCOc23)CC1,1
CHEMBL91667,-9.5205,7.8,CN1CCC(CC1)c1c([nH]c2ccccc12)-c1ccccc1,2
CHEMBL3676887,-10.13867,7.8,CN(C)C(=O)CCC(=O)N[C@H]1CC[C@H](CCN2CCC(CC2)c2coc3ccccc23)CC1,0
CHEMBL4784373,-10.69368,7.8,CC(=O)Nc1ccc(OCCCN2CCC(CC2)c2noc3cc(F)ccc23)cc1,0
CHEMBL3642800,-9.42841,7.82,CC(C)(O)C(=O)N[C@H]1CC[C@H](CCN2CCN(CC2)c2nccc3OCCc23)CC1,1
CHEMBL3934933,-9.34455,7.848,O[C@H]1CC[C@H](CC(=O)N[C@H]2CC[C@H](CCN3CCC(CC3)c3noc4cc(F)c(F)cc34)CC2)CC1,0
CHEMBL3676920,-9.42677,7.85,CS(=O)(=O)c1ccc(s1)C(=O)N[C@H]1CC[C@H](CCN2CCC(CC2)c2coc3ccccc23)CC1,3
CHEMBL3910962,-10.88342,7.86,Fc1cc2onc(C3CCN(CC[C@H]4CC[C@@H](CC4)NC(=O)C4CCOCC4)CC3)c2cc1F,3
CHEMBL3676900,-11.21836,7.89,CC#CC(=O)N[C@H]1CC[C@H](CCN2CCC(CC2)c2coc3ccccc23)CC1,2
CHEMBL3287404,-9.38501,7.9,O\N=C\c1cc2cc(OCCCCN3CCN(CC3)c3cccc(Cl)c3Cl)ccn2n1,0
CHEMBL1257261,-11.23444,7.91,Fc1cc2cccc(N3CCN(CCCCOc4ccc5CNC(=O)c5c4)CC3)c2cc1F,1
CHEMBL1222552,-9.67438,7.943,C1CN(CCN1)C1=Cc2ccccc2Cn2ccnc12,0
CHEMBL55331,-10.71206,7.943,Cc1ccncc1Oc1ccc(NC(=O)N2CCc3cc(C)c(Cl)cc23)cn1,0
CHEMBL3220219,-11.37124,7.943,Fc1ccc2c(c[nH]c2c1)C1CCN(CC2Cc3nc(sc3C(=O)C2)N2CCCC2)CC1,4
CHEMBL4753511,-8.85038,7.943,CC(C)n1nc2CCNCCc2c1-c1ccc(F)cc1,4
CHEMBL3912721,-8.99352,7.943,C(C1CCC1)c1cccc2N3CCNCC3CCc12,4
CHEMBL1385840,-9.50665,7.995,CC(C)[C@@H]1N2C(=O)[C@](NC(=O)[C@H]3CN(C)[C@@H]4Cc5c[nH]c6cccc(C4=C3)c56)(O[C@@]2(O)[C@@H]2CCCN2C1=O)C(C)C,1
CHEMBL89934,-9.13121,8.0,CC1SC(C)(C)C(=O)N1CCCCN1CCN(CC1)c1csc2cc(F)ccc12,4
CHEMBL3695391,-10.49675,8.0,CC(C)(O)C(=O)N[C@H]1CC[C@H](CCN2CCC(CC2)c2cccc3OCCc23)CC1,3
CHEMBL3358499,-10.7193,8.0,Fc1ccc(cc1)N1CCN(CCCCNC(=O)c2cc3ccccc3cn2)CC1,2
CHEMBL4215022,-10.45165,8.0,COc1ccccc1N1CCN(CCCOc2ccc3c(C)cc(=O)oc3c2C(C)=O)CC1,4
CHEMBL4130301,-11.0245,8.0,CC(=O)c1c(OCCCN2CCN(CC2)c2cccc(Cl)c2Cl)ccc2c(C)cc(=O)oc12,1
CHEMBL3676857,-11.42873,8.06,FC(F)(F)CC(=O)N[C@H]1CC[C@H](CCN2CCC(CC2)c2coc3ccccc23)CC1,0
CHEMBL3289964,-10.14439,8.1,O=S(=O)(NCCCCN1CCN(CC1)c1nsc2ccccc12)c1cnc2ccccn12,0
CHEMBL3933256,-9.64869,8.1,O=S(=O)(N[C@H]1CC[C@H](CCN2CCN(CC2)c2nsc3ccccc23)CC1)c1cccnc1,2
CHEMBL206307,-10.7748,8.1,Fc1ccc(CCC2CCN(CC2)S(=O)(=O)c2ccccc2C#N)c(F)c1,3
CHEMBL3642683,-9.114,8.1,COCCC(=O)N[C@H]1CC[C@H](CCN2CCN(CC2)c2nccc3occc23)CC1,1
CHEMBL3289956,-10.35091,8.1,Clc1ccc2cc(ccc2c1)S(=O)(=O)NCCCCN1CCN(CC1)c1nsc2ccccc12,1
CHEMBL3676917,-9.85319,8.14,CO[C@H]1CC[C@H](CC(=O)N[C@H]2CC[C@H](CCN3CCC(CC3)c3coc4ccccc34)CC2)CC1,2
CHEMBL3642744,-9.37571,8.15,O=C(C[C@H]1COCCO1)N[C@H]1CC[C@H](CCN2CCN(CC2)c2nccc3OCCc23)CC1,3
CHEMBL3664861,-10.40244,8.17,OC1(CC1)C(=O)N[C@H]1CC[C@H](CCN2CCC(CC2)c2cccc3OCOc23)CC1,0
CHEMBL39,-6.97858,8.2,NCCc1c[nH]c2ccc(O)cc12,0
CHEMBL3676912,-9.59955,8.2,O=C(N[C@H]1CC[C@H](CCN2CCC(CC2)c2coc3ccccc23)CC1)c1cnc(cn1)N1CCOCC1,1
CHEMBL25800,-8.19806,8.2,Cn1cc(CCN)c2c3CCCOc3ccc12,0
CHEMBL240680,-11.57554,8.2,Cc1cc(F)ccc1\C=C\c1ccc(cn1)S(=O)(=O)c1ccccc1F,2
CHEMBL654,-9.00472,8.2,CN1CCN2C(C1)c1ccccc1Cc1cccnc21,4
CHEMBL3676930,-10.9068,8.22,O=C(Cc1noc2ccccc12)N[C@H]1CC[C@H](CCN2CCC(CC2)c2coc3ccccc23)CC1,0
CHEMBL3676866,-11.31471,8.26,OCCC(=O)N[C@H]1CC[C@H](CCN2CCC(CC2)c2coc3ccccc23)CC1,1
CHEMBL3964426,-9.77933,8.31,Clc1ccc2c(noc2c1)C1CCN(CC[C@H]2CC[C@@H](CC2)NC(=O)CC2CCC3(CC2)OCCO3)CC1,2
CHEMBL459930,-11.05277,8.318,CCOC(=O)c1oc2CC(CN3CCC(CC3)c3noc4cc(F)ccc34)CC(=O)c2c1C,4
CHEMBL3289965,-9.3385,8.4,O=S(=O)(NCCCN1CCN(CC1)c1nsc2ccccc12)c1cccc2scnc12,0
CHEMBL3695397,-7.5808,8.4,CN1CCN(CC1)c1ccc(cc1)C(=O)N[C@H]1CC[C@H](CCN2CCC(CC2)c2cccc3OCCc23)CC1,1
CHEMBL4867978,-10.11735,8.4,Fc1ccc2c(noc2c1)C1CCN(CCCOc2ccc(CCN3CCOCC3)cc2)CC1,0
CHEMBL3642694,-9.71561,8.5,CCS(=O)(=O)N[C@H]1CC[C@H](CCN2CCN(CC2)c2nccc3occc23)CC1,0
