identifier,y_sim,y_exp,smiles,fold
CHEMBL46401,-8.24547,60.0,[H]N(C1=NC([H])=C([H])C(=N1)C1=C(N=C(S1)N(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C1=C([H])C(=C([H])C([H])=C1[H])[N+]([O-])=O,2
CHEMBL188312,-8.71944,60.0,[H]N(C1=NC(=C([H])C([H])=N1)C1=C2C([H])=C([H])C(OC([H])([H])[H])=NN2N=C1[H])C1=C([H])C([H])=C([H])C(OC([H])([H])[H])=C1[H],2
CHEMBL1076721,-7.99061,62.0,[H]N(\N=C1/C(=O)N([H])N=C1C1=C([H])C([H])=C(OC([H])([H])[H])C([H])=C1[H])C1=C([H])N=C([H])C([H])=C1[H],3
CHEMBL1972221,-8.78417,63.1,[H]N(C(=O)C([H])([H])C([H])([H])[H])C1=NN([H])C2=C1C([H])=C(C([H])=C2[H])C1=C([H])C([H])=C(N([H])S(=O)(=O)C([H])([H])C([H])([H])C([H])([H])[H])C([H])=C1[H],1
CHEMBL1980253,-8.25798,63.1,[H]N(C1=NC(=C([H])C(Cl)=N1)C1=C([H])N([H])C2=NC([H])=C([H])C([H])=C12)C1([H])C([H])([H])C([H])([H])OC([H])([H])C1([H])[H],4
CHEMBL1965660,-8.08304,63.1,[H]N([H])C(=O)C1=C(N([H])C(=C1[H])C1=NC(=NC([H])=C1[H])N([H])[H])C1=C(Cl)C([H])=C(Cl)C([H])=C1[H],1
CHEMBL1995740,-10.01877,63.1,[H]OC1=C(OC([H])([H])[H])C([H])=C(C([H])=C1[H])C1=C([H])C2=C(C([H])=C1[H])C(=O)N([H])C1=C(N2[H])C([H])=C([H])C(=C1[H])[N+]([O-])=O,0
CHEMBL1969473,-9.9047,63.1,[H]N1N=C([H])C2=C1C([H])=C([H])C(=C2[H])C1=C(N(N=N1)C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H])C1=C([H])C([H])=C([H])C([H])=C1[H],1
CHEMBL1976455,-9.03047,63.1,[H]N(C(=O)N([H])C1=C2C([H])=C(C([H])=C([H])C2=NC([H])=C1[H])C(F)(F)F)C1=NC([H])=C([H])N=C1[H],1
CHEMBL565460,-10.60806,69.0,[H]OC([H])([H])[C@@]([H])(N([H])C(=O)C1=C([H])C(=C([H])N1[H])C1=C(C([H])=NC(=N1)N([H])C1=C([H])C([H])=C([H])C([H])=C1[H])C([H])([H])[H])C1=C([H])C([H])=C([H])C(=C1[H])C([H])([H])[H],1
CHEMBL47590,-7.85517,70.0,[H]OC1=C([H])C([H])=C(N([H])C2=NC([H])=C([H])C(=N2)C2=C(N=C(S2)N([H])C([H])([H])[H])C([H])([H])[H])C([H])=C1[H],0
CHEMBL1086736,-7.41,76.0,[H]N(\N=C1/C(=O)N([H])N=C1C1=C(OC([H])([H])[H])C([H])=C([H])N=C1[H])C1=C([H])C([H])=C([H])C([H])=C1[H],2
CHEMBL568483,-10.7939,76.0,[H]OC([H])([H])[C@@]([H])(N([H])C(=O)C1=C([H])C(=C([H])N1[H])C1=C(C([H])=NC(=N1)N([H])C1=C(C([H])=C(Cl)C([H])=C1[H])C([H])([H])[H])C([H])([H])[H])C1=C([H])C(Cl)=C([H])C([H])=C1[H],0
CHEMBL1725279,-8.15325,79.43,[H]OC1=C2C([H])=C([H])C([H])=C([H])C2=C2N=NC3=C([H])C([H])=C([H])C1=C23,4
CHEMBL1983595,-10.75528,79.43,[H]N(C(=O)C1=C([H])C([H])=C([H])C(Cl)=C1[H])C1=NN([H])C2=C([H])C([H])=C(C([H])=C12)C1=C([H])N(N=N1)C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H],0
CHEMBL2002726,-10.7886,79.43,[H]N([H])[C@@]([H])(C([H])([H])OC1=C([H])N=C([H])C(=C1[H])C1=C([H])C([H])=C2N([H])N=C(C2=C1[H])C([H])([H])[H])C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H],3
CHEMBL2004631,-9.15839,79.43,[H]N([H])C1=NN([H])C2=C([H])C([H])=C(C([H])=C12)C1=C(N(N=N1)C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H])C1([H])C([H])([H])C1([H])[H],3
CHEMBL1964444,-8.74685,79.43,[H]N(C(=O)N([H])C1=C2C([H])=C(C([H])=C([H])C2=NC([H])=C1[H])C([H])([H])[H])C1=NC(=C([H])C([H])=C1[H])C(F)(F)F,3
CHEMBL1084546,-9.61321,79.43,[H]N(C1=NC(N([H])C([H])([H])C2=C(N=C([H])C([H])=C2[H])N(C([H])([H])[H])S(=O)(=O)C([H])([H])[H])=C(C([H])=N1)C(F)(F)F)C1=C([H])C2=C(N([H])C(=O)C2([H])[H])C([H])=C1[H],4
CHEMBL396523,-9.38854,79.43,[H]OC(=O)C1=C(N([H])C2=NC(=NC([H])=C2[H])N([H])C2=C([H])C3=C(N([H])N=C3[H])C([H])=C2[H])C([H])=C([H])C([H])=C1[H],1
CHEMBL295127,-7.56488,80.0,[H]N(C1=NC([H])=C([H])C(=N1)C1=C(N=C(S1)C([H])([H])[H])C([H])([H])[H])C1=C([H])C([H])=C([H])C([H])=C1[H],0
CHEMBL362722,-8.71009,80.0,[H]N([H])C(=O)C1=C(C(=C(N1[H])C([H])([H])[H])C1=NC(=NC([H])=C1[H])N([H])C1=C([H])C([H])=C(F)C([H])=C1[H])C([H])([H])[H],2
CHEMBL277351,-9.42637,84.0,[H]N([H])C1=C(C([H])=NC(=N1)N([H])C1([H])C([H])([H])C([H])([H])N(C([H])([H])C1([H])[H])S(=O)(=O)C([H])([H])[H])C(=O)C1=C(OC([H])([H])[H])C([H])=C(F)C([H])=C1[H],3
CHEMBL4076947,-9.16676,89.0,[H]N(C1=C([H])C(=NC([H])=N1)C([H])([H])[H])C1=C2N([H])C(=NC2=C([H])C([H])=N1)C1=C(Cl)C([H])=C(C#N)C([H])=C1Cl,3
CHEMBL185310,-8.61356,90.0,[H]N(C1=NC([H])=C([H])C(=N1)C1=C(N([H])C(C#N)=C1C([H])([H])[H])C([H])([H])[H])C1=C([H])C(=C(F)C([H])=C1[H])C([H])([H])[H],3
CHEMBL1080902,-8.62794,95.0,[H]N(\N=C1/C(=O)N([H])N=C1C1=C([H])C([H])=C(OC([H])([H])[H])C([H])=C1[H])C1=C([H])C(OC([H])([H])[H])=C([H])C([H])=C1[H],1
CHEMBL1982400,-9.98578,100.0,[H]N1N=C(C2=C1C([H])=C([H])C(=C2[H])C1=C([H])N(N=N1)C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H])C1=C([H])C([H])=C([H])C([H])=C1[H],2
CHEMBL1993424,-9.30241,100.0,[H]N([H])S(=O)(=O)C1=C([H])C(N([H])C2=NC3=C(C([H])=C([H])N3C([H])([H])C3=C([H])C([H])=C([H])C([H])=C3[H])C([H])=N2)=C([H])C([H])=C1[H],3
CHEMBL1967662,-9.48828,100.0,[H]OC([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])N([H])C1=NC(Cl)=C([H])C(=C1[H])C1=C([H])N([H])C2=NC([H])=C([H])C([H])=C12,0
CHEMBL433068,-8.14738,100.0,[H]N(C1=NC(=C([H])C([H])=N1)C1=C(N=C(S1)C([H])([H])[H])C([H])([H])[H])C1=C([H])C(Cl)=C(C([H])=C1[H])N(C([H])([H])[H])C([H])([H])[H],3
CHEMBL1978099,-9.79512,100.0,[H]N([H])S(=O)(=O)C1=C(C([H])=C([H])C(N([H])C2=NC(N([H])C3=C([H])C([H])=C(OC([H])([H])C(=O)N([H])C([H])([H])[H])C([H])=C3[H])=C(F)C([H])=N2)=C1[H])C([H])([H])[H],0
CHEMBL3099750,-10.78337,100.0,[H]OC(=O)C1=C([H])C(=NC2=C([H])C([H])=C(\C([H])=C(/[H])C3=C([H])C([H])=C(Cl)C([H])=C3[H])C([H])=C12)C(=O)N([H])[C@]([H])(C(=O)N([H])C([H])([H])[H])C([H])([H])C1=C([H])C([H])=C(O[H])C([H])=C1[H],0
CHEMBL296586,-8.12674,100.0,[H]N1C2=C(C([H])=C(Br)C([H])=C2[H])C2=C1C1=C(N([H])C(=O)C2([H])[H])C([H])=C([H])C([H])=C1[H],2
CHEMBL482967,-9.20051,100.0,[H]N([H])C1=NC(=C(S1)C1=NC(=NC([H])=C1[H])N([H])C1=C([H])C([H])=C(C([H])=C1[H])N1C([H])([H])C([H])([H])OC([H])([H])C1([H])[H])C([H])([H])[H],0
CHEMBL1969561,-8.3468,100.0,[H]N1N=C([H])C2=C1C([H])=C([H])C(=C2[H])C1=C(N(N=N1)C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H])C(=O)N(C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],2
CHEMBL3099752,-9.73198,100.0,[H]OC(=O)C1=C([H])C(=NC2=C([H])C([H])=C(C([H])=C12)C1=C([H])C(=C([H])C([H])=C1[H])C(F)(F)F)C(=O)N([H])[C@]([H])(C([H])([H])OC([H])([H])[H])C([H])([H])C1=C([H])C([H])=C(O[H])C([H])=C1[H],0
CHEMBL185323,-8.21575,100.0,[H]N(C1=NC([H])=C([H])C(=N1)C1=C(N([H])C(C#N)=C1C([H])([H])[H])C([H])([H])[H])C1=C([H])C([H])=C(F)C([H])=C1[H],4
CHEMBL1974328,-8.99743,100.0,[H]N([H])C(=O)C1=C(N=C(N([H])[C@@]2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[C@]2([H])N([H])[H])C([H])=N1)N([H])C1=C([H])C([H])=C([H])C(=C1[H])C([H])([H])[H],2
CHEMBL1980562,-9.32112,100.0,[H]N(C1=NC(=C([H])C(Cl)=N1)C1=C([H])N([H])C2=NC([H])=C([H])C([H])=C12)[C@@]1([H])C([H])([H])C([H])([H])[C@]([H])(N([H])S(=O)(=O)C([H])([H])[H])C([H])([H])C1([H])[H],4
CHEMBL2005936,-10.54604,100.0,[H]N(C(=O)C([H])([H])C([H])([H])C([H])([H])[H])C1=NN([H])C2=C([H])C([H])=C(C([H])=C12)C1=C(N(N=N1)C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H])C1=C([H])C([H])=C([H])C([H])=C1[H],2
CHEMBL453217,-8.1357,100.0,[H]N(C1=NC([H])=C([H])C(=N1)C1=NC(=C([H])S1)C([H])([H])[H])C1=C([H])C(=C([H])C(=C1[H])C([H])([H])[H])C([H])([H])[H],1
CHEMBL1982660,-8.37944,100.0,[H]N(C(=O)N([H])C1=C2C([H])=C([H])C(OC([H])([H])[H])=C([H])C2=NC([H])=C1[H])C1=NC(=C([H])C([H])=C1[H])C(F)(F)F,1
CHEMBL188785,-9.66009,100.0,[H]N(C1=NC([H])=C([H])C(=N1)C1=C2C([H])=C([H])C(OC([H])([H])[H])=NN2N=C1[H])C1=C([H])C2=C(OC([H])([H])C([H])([H])O2)C([H])=C1[H],1
CHEMBL432116,-7.83761,100.0,[H]N(C1=NC([H])=C([H])C(=N1)C1=C(N=C(S1)C([H])([H])[H])C([H])([H])[H])C1=C([H])C(F)=C([H])C([H])=C1[H],4
CHEMBL1971029,-9.61758,100.0,[H]N(C1=NC(N([H])C2=C(C([H])=C([H])C([H])=C2[H])S(=O)(=O)N([H])C([H])([H])[H])=C(Br)C([H])=N1)C1=C(OC([H])([H])[H])C([H])=C([H])C(=C1[H])N1C([H])([H])C([H])([H])N(C(=O)C([H])([H])[H])C([H])([H])C1([H])[H],0
CHEMBL1996339,-8.06448,100.0,[H]C([H])=C([H])C([H])([H])N([H])C1=C([H])C(=C([H])C(Cl)=N1)C1=C([H])N([H])C2=NC([H])=C([H])C([H])=C12,4
CHEMBL1973893,-8.72513,100.0,[H]N(C(=O)C([H])([H])[H])C1=NN([H])C2=C1C([H])=C(C([H])=C2[H])C1=C([H])C([H])=C(N([H])S(=O)(=O)C([H])([H])C([H])([H])C([H])([H])[H])C([H])=C1[H],4
CHEMBL44119,-8.09049,110.0,[H]OC1=C([H])C([H])=C([H])C(N([H])C2=NC([H])=C([H])C(=N2)C2=C(N=C(S2)N([H])C([H])([H])[H])C([H])([H])[H])=C1[H],4
CHEMBL45408,-8.10288,110.0,[H]N(C1=NC([H])=C([H])C(=N1)C1=C(N=C(S1)C([H])([H])[H])C([H])([H])[H])C1=C([H])C(=C([H])C([H])=C1[H])[N+]([O-])=O,4
CHEMBL475251,-9.76831,125.89,[H]N(C1=NC2=C(OC(C(=O)N2[H])(C([H])([H])[H])C([H])([H])[H])C([H])=C1[H])C1=C(F)C([H])=NC(=N1)N([H])C1=C([H])C(OC([H])([H])[H])=C(OC([H])([H])[H])C(OC([H])([H])[H])=C1[H],4
CHEMBL590109,-9.99448,125.89,[H]N([H])C1=NC([H])=C2N(C([H])=C(C2=N1)C1=C([H])C2=C(N([H])N=C2[H])C(=C1[H])C1=C([H])C2=C([H])C([H])=C([H])C([H])=C2S1)C([H])([H])C([H])([H])N([H])[H],4
CHEMBL2002456,-8.00573,125.89,[H]N([H])C1=NN([H])C2=C([H])C(=C([H])C(OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])=C12)C1=C([H])C([H])=NC([H])=C1[H],4
CHEMBL1994438,-9.20157,125.89,[H]N([H])[C@@]1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[C@]1([H])N([H])C1=NC(=C([H])C(Cl)=N1)C1=C([H])N([H])C2=NC([H])=C([H])C([H])=C12,0
CHEMBL509032,-9.0775,125.89,[H]N(C1=NC(N([H])C2=C(C([H])=C([H])C([H])=C2[H])S(=O)(=O)C([H])(C([H])([H])[H])C([H])([H])[H])=C(Cl)C([H])=N1)C1=C(OC([H])([H])[H])C([H])=C(C([H])=C1[H])N1C([H])([H])C([H])([H])C([H])(N2C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C2([H])[H])C([H])([H])C1([H])[H],0
CHEMBL1990912,-8.08413,125.89,[H]OC([H])([H])C([H])([H])N([H])C1=NC([H])=C2C([H])=C([H])C(=C([H])C2=C1[H])C1=C([H])N=C([H])C([H])=C1[H],1
CHEMBL2001751,-10.62522,125.89,[H]N([H])[C@@]([H])(C([H])([H])OC1=C([H])C(=C([H])N=C1[H])C1=C([H])C2=C(N([H])C(=O)\C2=C(/[H])C2=C([H])C([H])=C([H])O2)C([H])=C1[H])C([H])([H])C1=C([H])N([H])C2=C([H])C([H])=C([H])C([H])=C12,0
CHEMBL2000685,1.72124,125.89,[H]N=C(N([H])[H])N([H])\N=C(\C1=C([H])C(=C([H])C(N([H])C(=O)C2=C([H])C(=C([H])C([H])=C2[H])C(=O)N([H])C2=C([H])C(=C([H])C(=C2[H])C(=N\N([H])C(=N[H])N([H])[H])\C([H])([H])[H])C(=N\N([H])C(=N[H])N([H])[H])\C([H])([H])[H])=C1[H])C(=N\N([H])C(=N[H])N([H])[H])\C([H])([H])[H])C([H])([H])[H],2
CHEMBL2006933,-6.68094,125.89,[H]OC1=C(SC([H])([H])[H])C([H])=NC2=C1C([H])=C([H])C1=C([H])N=C([H])C([H])=C21,4
CHEMBL1986499,-10.20386,125.89,[H]N([H])C1=NN([H])C2=C([H])C([H])=C(C([H])=C12)C1=C(N(N=N1)C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H])C1=C([H])C([H])=C(F)C([H])=C1[H],2
CHEMBL565612,-9.09585,125.89,[H]N1C([H])=C(C2=C([H])C([H])=C([H])C([H])=C12)C1=C(C(=O)N([H])C1=O)C1=NC(=NC2=C([H])C([H])=C([H])C([H])=C12)N1C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C1([H])[H],1
CHEMBL1987948,-9.40132,125.89,[H]N(C1=NC(=C([H])C(Cl)=N1)C1=C([H])N([H])C2=NC([H])=C([H])C([H])=C12)[C@]1([H])C([H])([H])C([H])([H])C([H])([H])[C@]([H])(N([H])S(=O)(=O)C([H])([H])[H])C1([H])[H],2
CHEMBL1969221,-9.43198,125.89,[H]N([H])C1=NN([H])C2=C1C([H])=C(C([H])=C2[H])C1=C(N(N=N1)C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H])C1=C([H])C([H])=C(C([H])=C1[H])N(C([H])([H])[H])C([H])([H])[H],2
CHEMBL1970821,-7.81858,125.89,[H]OC([H])([H])C([H])([H])C([H])([H])C([H])([H])N([H])C1=NC(Cl)=C([H])C(=C1[H])C1=C([H])N([H])C2=NC([H])=C([H])C([H])=C12,0
CHEMBL359623,-8.50728,130.0,[H]OC1=C(C([H])=C([H])C(N([H])C2=NC([H])=C([H])C(=N2)C2=C(N([H])C(C#N)=C2C([H])([H])[H])C([H])([H])[H])=C1[H])C([H])([H])[H],4
CHEMBL571722,-11.17252,138.0,[H]OC([H])([H])[C@@]([H])(N([H])C(=O)C1=C([H])C(=C([H])N1[H])C1=C(C([H])=NC(=N1)N([H])C1=C2OC([H])([H])C([H])([H])OC2=C([H])C([H])=C1[H])C([H])([H])[H])C1=C([H])C(Cl)=C([H])C([H])=C1[H],3
CHEMBL442957,-8.1233,140.0,[H]OC1=C([H])C([H])=C(N([H])C2=NC([H])=C([H])C(=N2)C2=C(N=C(S2)C([H])([H])[H])C([H])([H])[H])C([H])=C1[H],0
CHEMBL584754,-10.8396,140.0,[H]OC([H])([H])[C@@]([H])(N([H])C(=O)C1=C([H])C(=C([H])N1[H])C1=C(C([H])=NC(=N1)N([H])C1=C(C([H])=C([H])C([H])=C1[H])C([H])([H])[H])C([H])([H])[H])C1=C([H])C([H])=C([H])C([H])=C1[H],4
CHEMBL3099755,-9.11043,140.0,[H]OC(=O)C1=C([H])C(=NC2=C([H])C([H])=C(C([H])=C12)C1=C([H])C(Cl)=C([H])C([H])=C1[H])C(=O)N([H])[C@]([H])(C(=O)OC([H])([H])[H])C([H])([H])C1=C([H])C([H])=C(O[H])C([H])=C1[H],1
CHEMBL264345,-8.62725,140.0,[H]N(C1=NC([H])=C([H])C(=N1)C1=C(N([H])C(C#N)=C1C([H])([H])[H])C([H])([H])[H])C1=C([H])C(=C([H])C([H])=C1[H])[N+]([O-])=O,3
CHEMBL3932121,-8.80433,149.0,[H]N(C1=NC([H])=C([H])C(=N1)C1=C(N(C(=O)S1)C([H])([H])[H])C([H])([H])[H])C1=C([H])C([H])=C(C([H])=C1[H])N1C([H])([H])C([H])([H])N([H])C([H])([H])C1([H])[H],3
CHEMBL185871,-9.8847,150.0,[H]N(C1=NC(=C([H])C([H])=N1)C1=C2C([H])=C([H])C([H])=NN2N=C1[H])C1=C([H])C([H])=C(C([H])=C1[H])[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],0
CHEMBL364587,-9.46387,150.0,[H]N(C1=NC(=C([H])C([H])=N1)C1=C2C([H])=C([H])C([H])=NN2N=C1[H])C1=C([H])C([H])=C(C([H])=C1[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],4
CHEMBL582829,-10.76608,150.0,[H]OC([H])([H])[C@@]([H])(N([H])C(=O)C1=C([H])C(=C([H])N1[H])C1=C(C([H])=NC(=N1)N([H])C1=C(C(F)=C([H])C([H])=C1[H])C([H])([H])[H])C([H])([H])[H])C1=C([H])C(Cl)=C([H])C([H])=C1[H],2
CHEMBL1084630,-9.29942,151.0,[H]N(C1=NC(=C(S1)C1=NC(=NC([H])=C1[H])N([H])C1=C([H])C([H])=C(C([H])=C1[H])N1C([H])([H])C([H])([H])OC([H])([H])C1([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])[H],4
CHEMBL1084629,-9.18436,156.0,[H]N(C1=NC(=C(S1)C1=NC(=NC([H])=C1[H])N([H])C1=C([H])C([H])=C(C([H])=C1[H])N1C([H])([H])C([H])([H])OC([H])([H])C1([H])[H])C([H])([H])[H])C([H])([H])[H],4
CHEMBL1981720,-7.75632,158.49,[H]N(C(=O)N([H])C1=C2C([H])=C([H])C([H])=C([H])C2=NC([H])=C1[H])C1=NC([H])=C([H])N=C1[H],2
CHEMBL1972339,-10.23537,158.49,[H]N1N=C(C2=C([H])C(=C([H])C([H])=C12)C1=C(N(N=N1)C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H])C1=C([H])C([H])=C(F)C([H])=C1[H])C([H])([H])[H],1
CHEMBL1966524,-10.28882,158.49,[H]N([H])[C@@]([H])(C([H])([H])OC1=C([H])C(=C([H])N=C1[H])C1=C([H])C2=C([H])C([H])=NC([H])=C2S1)C([H])([H])C1=C([H])N([H])C2=C([H])C([H])=C([H])C([H])=C12,3
CHEMBL2000271,-9.93885,158.49,[H]N([H])C([H])([H])[C@]([H])(C([H])([H])OC1=C([H])N=C([H])C(=C1[H])C1=C([H])C([H])=C2N([H])N=C(C2=C1[H])C([H])([H])[H])C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H],1
CHEMBL1998068,-7.44304,158.49,[H]N(C1=NC(Cl)=C([H])C(=C1[H])C1=C([H])N([H])C2=NC([H])=C([H])C([H])=C12)[C@]([H])(C([H])([H])[H])C([H])([H])OC([H])([H])[H],4
CHEMBL1971017,-7.78158,158.49,[H]N([H])C(=O)C1=C([H])C2=C(C([H])=NC([H])=C2S1)C1=C([H])C(F)=C([H])C([H])=C1[H],3
CHEMBL2000393,-10.36577,158.49,[H]N1C(=O)N(C2=C1C([H])=NC(=N2)N1C([H])=NC2=C1C([H])=C(F)C([H])=C2[H])[C@@]1([H])C2=C(OC([H])([H])C1([H])[H])C(F)=C([H])C([H])=C2[H],4
CHEMBL1980391,-7.94473,158.49,[H]N1N=C2N([H])C3=C([H])C(OC([H])([H])[H])=C(F)C([H])=C3C(=NC2=C1C([H])([H])[H])C1=C(Cl)C([H])=C([H])C([H])=C1[H],1
CHEMBL1974250,-10.00486,158.49,[H]N(C(=O)C1=C([H])N([H])N2C1=NC(=C([H])C2=O)C1=C([H])C([H])=NC([H])=C1[H])C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H],4
CHEMBL1998432,-9.38356,158.49,[H]N([H])[C@]1([H])C([H])([H])C([H])([H])C([H])([H])[C@]([H])(N([H])C2=NC(=C([H])C(Cl)=N2)C2=C([H])N([H])C3=NC([H])=C([H])C([H])=C23)C1([H])[H],4
CHEMBL1996817,-7.15633,158.49,[H]N1C([H])=C(C2=C(OC([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])N=C([H])N=C12)C1=C([H])C([H])=C([H])C([H])=C1[H],2
CHEMBL189235,-9.84583,160.0,[H]N(C1=NC([H])=C([H])C(=N1)C1=C2C([H])=C([H])C(OC([H])([H])[H])=NN2N=C1[H])C1=C([H])C(=C([H])C([H])=C1[H])C(F)(F)F,0
CHEMBL47249,-8.51946,160.0,[H]C([H])=C([H])C([H])([H])N([H])C1=NC(=C(S1)C1=NC(=NC([H])=C1[H])N([H])C1=C([H])C(=C([H])C([H])=C1[H])[N+]([O-])=O)C([H])([H])[H],4
CHEMBL3099751,-10.75549,160.0,[H]OC(=O)C1=C([H])C(=NC2=C([H])C([H])=C(\C([H])=C(/[H])C3=C([H])C([H])=C(Cl)C([H])=C3[H])C([H])=C12)C(=O)N([H])[C@]([H])(C(=O)N(C([H])([H])[H])C([H])([H])[H])C([H])([H])C1=C([H])C([H])=C(O[H])C([H])=C1[H],2
CHEMBL1084454,-7.83127,168.0,[H]N([H])C1=C([H])C([H])=C(N([H])C2=NC([H])=C([H])C(=N2)C2=C(N=C(S2)C([H])([H])[H])C([H])([H])[H])C([H])=C1[H],4
CHEMBL576683,-11.41364,170.0,[H]OC([H])([H])[C@@]([H])(N([H])C(=O)C1=C([H])C(=C([H])N1[H])C1=C(C([H])=NC(=N1)N([H])C1=C2OC(F)(F)OC2=C([H])C([H])=C1[H])C([H])([H])[H])C1=C([H])C(Cl)=C([H])C([H])=C1[H],4
CHEMBL365248,-9.45553,190.0,[H]N(C1=NC([H])=C([H])C(=N1)C1=C2C([H])=C([H])C(OC([H])([H])[H])=NN2N=C1[H])C1=C([H])C(OC(F)(F)F)=C([H])C([H])=C1[H],1
CHEMBL188303,-9.80264,190.0,[H]N(C1=NC([H])=C([H])C(=N1)C1=C2C([H])=C([H])C(=NN2N=C1[H])C([H])([H])[H])C1=C([H])C([H])=C(C([H])=C1[H])C(F)(F)F,1
CHEMBL188417,-8.52272,190.0,[H]N(C1=NC(=C([H])C([H])=N1)C1=C2C([H])=C([H])C(OC([H])([H])[H])=NN2N=C1[H])C1=C([H])C(OC([H])([H])[H])=C([H])C(OC([H])([H])[H])=C1[H],1
CHEMBL1971172,-8.63422,199.53,[H]N(C1=NC(Cl)=C([H])C(=C1[H])C1=C([H])N([H])C2=NC([H])=C([H])C([H])=C12)C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])N([H])S(=O)(=O)C([H])([H])[H],3
CHEMBL1682358,-10.37854,199.53,[H]N([H])C1=NN([H])C2=C([H])C([H])=C(C([H])=C12)C1=C([H])C(=NO1)C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H],2
CHEMBL52387,-7.38751,199.53,[H]OC([H])([H])[C@]([H])(N([H])C1=NC2=C(N=C([H])N2C([H])(C([H])([H])[H])C([H])([H])[H])C(=N1)N([H])C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H])C([H])([H])C([H])([H])[H],3
CHEMBL1990254,-8.48765,199.53,[H]N([H])C([H])([H])[C@]([H])(N([H])C(=O)C1=C([H])C([H])=C(C([H])=C1[H])C1=C([H])C([H])=NC([H])=C1[H])C1=C([H])C([H])=C([H])C([H])=C1[H],1
CHEMBL1988331,-10.03155,199.53,[H]N(C1=NC(Cl)=C([H])C(=C1[H])C1=C([H])N([H])C2=NC([H])=C([H])C([H])=C12)C([H])([H])C1=C([H])C([H])=C([H])C(=C1C([H])([H])[H])C([H])([H])[H],3
CHEMBL1988838,-9.21088,199.53,[H]N([H])C(=O)C([H])([H])OC1=C([H])C([H])=C(N([H])C2=C(C([H])=NC(=N2)N([H])C2=C([H])C(=C([H])C([H])=C2[H])S(=O)(=O)N([H])[H])C([H])([H])[H])C([H])=C1[H],2
CHEMBL1996111,-8.96354,199.53,[H]N1N=C([H])C2=C1C([H])=C([H])C(=C2[H])C1=C(N(N=N1)C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H])C(=O)N(C([H])([H])[H])C([H])([H])[H],3
CHEMBL1991188,-8.62802,199.53,[H]N(C(=O)C1=C(OC([H])([H])[H])C([H])=C(C([H])=C1[H])C1=C(F)C([H])=NC([H])=C1[H])[C@@]([H])(C1=C([H])C([H])=C([H])C(OC([H])([H])[H])=C1[H])C([H])([H])[H],1
CHEMBL1983157,-7.6033,199.53,[H]N([H])C1=NN([H])C2=C([H])C(=C([H])C(N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])=C12)C1=C([H])C([H])=NC([H])=C1[H],4
CHEMBL2006439,-8.42955,199.53,[H]N(C1=NC(=C([H])C(Cl)=N1)C1=C([H])N([H])C2=NC([H])=C([H])C([H])=C12)C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],3
CHEMBL379975,-6.78229,199.53,[H]OC1=C([H])C2=C(N([H])C3=C([H])C(=C4C(=O)N([H])C(=O)C4=C23)C2=C(Cl)C([H])=C([H])C([H])=C2[H])C([H])=C1[H],4
CHEMBL1968459,-7.74615,199.53,[H]N(C1=NC([H])=NC(=C1[H])C1=C([H])N([H])C2=NC([H])=C([H])C([H])=C12)C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],1
CHEMBL3099758,-8.2393,200.0,[H]OC(=O)C1=C([H])C(=NC2=C([H])C([H])=C(C([H])=C12)C1=C([H])C(Cl)=C([H])C(Cl)=C1[H])C(=O)N([H])[C@]([H])(C(=O)OC([H])([H])[H])C([H])([H])C1=C([H])C([H])=C(O[H])C([H])=C1[H],3
